cat,askeladden_id,municipality,quality,elev_minimum,phase,slope_average,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,site_size,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
609,97853-1,pors,2,53.53240585,mm,4.539386113,128.5372009,4,66.89774775,371.1498006,355.1873321,266.019999,53.53241,island,1214300,116.6756892,2148,2148
610,97854-1,pors,2,50.28619385,mm,8.686882925,243.355687,4,186.6414971,465.5444325,434.1297826,1244.809997,53.35191,island,8700,93.09739151,7597,10040
611,97855-1,pors,2,50.73205566,mm,13.65042229,49.98440704,4,266.7662041,448.6545757,426.3936427,486.469999,52.25643,mainland,,75.49409307,7845,10470
612,97856-1,pors,2,50.20476151,mm,7.630693626,309.6664429,3,245.737885,472.0250263,437.8629794,2158.619994,53.98289,mainland,,60.4859157,9970,14088
613,97858-1,pors,2,47.15320969,mm,13.98055267,268.5063978,3,277.4249721,548.0085947,511.3522703,645.899998,49.84158,mainland,,58.10136628,8832,9165
614,97859-1,pors,2,45.35263062,mm,21.50812569,285.4014648,3,320.4473509,645.9939841,577.2726,403.004999,46.5999,mainland,,88.57563031,7391,7501
615,97860-1,pors,2,42.89097595,lm,5.991468549,225.1455205,3,451.406901,738.3143427,675.3459315,598.664998,43.97271,mainland,,81.1112305,5523,5523
616,97861-1,pors,2,48.11302185,mm,12.61557743,285.8629439,3,283.1229618,503.391336,476.7070186,1566.724996,52.76917,mainland,,150.9441125,9457,9508
617,97862-1,pors,2,50.74907303,mm,3.946093893,286.5589828,3,86.0557944,391.1741894,414.6218961,967.569997,52.02893,island,4400,181.9935309,12026,12026
618,97863-1,pors,2,92.32723999,em,5.564180752,163.1631947,4,10.39068814,11.79356514,12.26831206,1099.259997,94.21148,island,90064700,481.9966682,45914,49671
619,97870-1,pors,1,58.67692947,mm,3.684383949,172.426712,3,50.78540199,270.2449989,255.9942345,527.536364,60.49467,island,75800,546.071228,32192,32192
622,108440-1,pors,2,27.85912514,lm,6.922049999,58.41518402,4,48.30931515,49.07157253,182.7093594,43.62,27.85913,island,4200,1170.49156,231965,345444
623,109934-1,pors,1,34.13812637,lm,6.071595752,179.5826078,1,443.4475225,1277.527838,1320.673836,2382.984992,37.90732,mainland,,156.5920807,14191,14233
624,116986-1,pors,1,30.17350388,lm,10.57768397,102.31786,4,521.8621776,1170.293297,1316.82845,1183.779996,32.65596,mainland,,1509.37704,207406,348564
625,116987-1,pors,2,46.27906036,mm,11.18263849,177.958697,4,265.5356974,624.2825623,594.8165251,560.829998,48.64306,island,26600,1567.113752,208163,366811
626,116988-1,pors,2,38.64274597,lm,13.09501576,101.6663609,4,719.1709587,1029.816652,1079.729846,492.514998,40.5135,mainland,,1347.281322,228980,378722
628,116990-1,pors,3,40.85723495,lm,9.473161147,189.1552875,3,596.8712573,1011.407033,931.611536,1189.364996,44.02744,mainland,,1116.685794,139972,271636
629,116991-1,pors,2,40.09375763,lm,11.780399,63.29661306,4,680.7082169,902.515377,995.6680648,272.444999,40.09376,mainland,,1299.042744,211695,292349
630,116992-1,pors,2,32.85177994,lm,8.463923359,80.08091965,4,360.4477492,1066.972081,1250.478339,925.704997,34.19843,mainland,,1637.894532,209540,339342
631,116993-1,pors,3,46.81990433,mm,6.910702586,103.3066807,3,206.7618406,581.4598506,554.3686324,448.124998,47.23727,mainland,,1009.753897,142047,278348
632,116994-1,pors,3,45.42769623,mm,4.504257963,153.0281073,3,295.034452,628.6645207,635.4259609,9445.084966,53.17374,island,7300,2416.291265,285327,492008
633,128953-1,pors,2,44.12215805,lm,7.891099605,185.783523,3,546.2824152,646.2927443,657.4340533,2299.359994,47.9349,mainland,,172.3742853,16770,16770
634,128954-1,pors,2,33.74227905,lm,14.28652644,275.6679153,1,392.2808589,1058.945669,1087.470541,292.319999,33.74228,mainland,,111.5378511,340,340
635,128955-1,pors,2,95.27589417,em,11.49924755,26.49805069,4,4.371171795,7.370336067,7.580691766,127.87,95.27589,island,89483500,307.0531839,4757,4757
636,128956-1,pors,3,43.40113068,lm,4.363240373,235.6963976,3,522.2498296,704.1880988,707.6315363,868.779998,45.2289,mainland,,70.31806338,7570,7570
637,128957-1,pors,2,45.86746216,mm,4.583602905,139.9372559,3,418.9056759,516.9772878,517.8801039,56.645,45.86746,mainland,,143.9010166,17518,17624
638,128958-1,pors,2,94.03413391,em,4.471777114,286.3024576,3,8.317227798,9.08318278,9.129860822,1098.434997,95.7619,island,89483500,428.2722809,30595,30599
639,128959-1,pors,2,45.23176193,lm,10.59155399,36.40875435,3,353.1995138,566.5710049,582.4466866,858.469998,46.23808,mainland,,42.44317806,6361,6361
640,128960,pors,1,44.07500458,lm,22.91385109,271.3736074,4,633.674203,577.5305539,637.4104289,2119.684994,50.67968,mainland,,378.8250972,22151,23666
641,128961-1,pors,2,44.64482498,lm,5.610520661,210.070076,2,396.2445246,628.9862458,623.6824762,857.524998,46.56224,mainland,,212.6119053,15401,15401
642,128962-1,pors,2,43.96854782,lm,5.610829353,196.7500305,3,467.8901211,647.1521417,640.4320932,272.069999,43.96855,mainland,,130.2297766,17265,17362
643,128963-1,pors,3,38.85744,lm,6.773726,162.6767,4,495.0253622,879.1637211,845.1550516,127.535,38.4744,mainland,,115.3793584,2419,2419
644,128964-1,pors,2,44.64888382,lm,7.227394501,304.2692668,2,465.4655706,640.9828812,625.8047278,616.659998,45.66413,mainland,,279.62367,21269,21269
645,128965-1,pors,2,43.31386185,lm,11.9169569,276.5513611,3,596.5996251,718.5904656,723.5124033,255.879999,45.25726,mainland,,282.8141725,18259,18289
646,136587-1,pors,3,43.44104767,lm,5.420601871,100.7414107,4,574.6129287,736.4724272,734.5287172,989.874997,44.51454,island,900,605.0179924,68420,169787
647,136588-1,pors,1,30.90596199,lm,17.17862563,240.3021212,3,926.3225737,1284.179714,1272.416588,975.884997,36.56957,mainland,,334.5531318,20054,21183
648,136589-1,pors,2,51.78869247,mm,14.84970188,301.6065063,2,208.7645188,386.6376713,384.6271846,115.03,51.78869,mainland,,332.6594301,27441,27441
649,136590-1,pors,2,66.78565979,mm,9.633529425,102.4684544,4,39.35269006,172.2699381,173.525083,258.949999,67.14816,mainland,,528.9104155,50438,67557
650,136591-1,pors,3,27.16831398,lm,12.14981679,67.68525914,2,335.7455129,1495.664175,1413.332566,591.429998,30.22341,mainland,,1044.893024,94257,144584
651,136592-1,pors,2,60.01679993,mm,7.198221207,155.8887024,3,16.08080073,233.90123,233.4759803,33.805,60.0168,mainland,,258.5843924,19966,19966
652,136593-1,pors,2,40.54699326,lm,17.80161667,250.084259,4,791.5250213,810.6526878,847.1605032,56.245,40.54699,mainland,,291.6926625,24941,26300
653,136594-1,pors,2,33.00334167,lm,20.06920929,272.5138733,1,893.3546374,1144.606756,1189.622703,315.904999,36.72825,mainland,,311.2002914,20437,21551
654,136595-1,pors,2,33.3529892,lm,15.57256889,55.61853027,3,435.9389582,1223.697316,1239.863112,161.279999,33.35299,mainland,,1053.698691,107906,174056
655,136596-1,pors,2,42.40736771,lm,19.12809308,227.0274607,4,867.2180606,842.2317381,814.2094138,302.074999,42.72854,mainland,,679.7672815,58850,138002
656,136598-1,pors,3,54.23489761,mm,7.730070114,29.48309898,1,68.19511786,286.1360545,325.772017,133.91,54.2349,island,6221500,566.948973,8855,8938
657,136600-1,pors,2,55.70607376,mm,16.17885494,322.5463715,2,225.5816192,301.1300238,292.2983983,194.299999,55.70607,mainland,,240.9102562,20654,20654
658,136601-1,pors,2,42.34417725,lm,19.4513979,261.3202209,4,737.2933564,685.6695368,755.5870036,274.569999,42.34418,mainland,,325.9104034,10526,10597
659,136602-1,pors,2,54.01768494,mm,14.62059498,333.2545166,2,234.0849047,329.6049889,325.6609551,136.125,54.01768,mainland,,124.5569087,16501,16501
660,136605-1,pors,2,38.5968399,lm,15.22409185,271.3238424,4,947.9612996,913.6452423,953.1092313,425.124999,38.59684,mainland,,297.7753708,3528,3528
661,137336-1,pors,2,49.46377182,mm,13.45230818,39.53596465,3,279.0559894,407.6136264,444.8407031,1249.374996,52.81463,island,243500,359.5190644,45923,64736
662,137337-1,pors,2,57.24789429,mm,14.39280272,52.62722588,3,131.2398775,275.0425937,302.067887,341.724999,57.24789,island,202000,421.3540211,1127,1127
663,137338-1,pors,2,56.53771591,mm,15.62680149,58.09977341,3,132.3811622,286.8512867,313.4925857,135.195,56.53772,island,210600,361.7366402,60671,81486
664,137339-1,pors,2,50.40441513,mm,13.05631065,79.69173813,3,223.3202689,400.5683893,428.2129541,436.054998,50.8245,island,262600,127.2846926,9003,9494
665,137340-1,pors,3,40.59596634,lm,22.8088759,184.6350403,3,711.1949743,923.1644456,859.49744,1332.204995,46.4857,island,7454900,395.8701743,37987,52660
666,137341-1,pors,2,46.58456039,mm,13.73671722,51.89466953,3,207.4467517,530.0415105,547.8116217,359.659999,47.01332,island,7307000,102.8468563,8721,12845
667,137342-1,pors,2,42.10688019,lm,13.13484976,67.10675006,3,639.7964271,815.2864198,778.8567243,875.109997,45.87953,island,7559600,124.4099658,7898,13518
671,150590-1,pors,2,57.56433868,mm,19.46166023,256.4743703,4,295.3213623,275.1102479,271.161691,1059.489997,60.88647,mainland,,401.1350835,32777,35030
672,150594-1,pors,3,39.80996704,lm,11.06993637,83.97161407,3,692.6255351,937.6706046,992.8594633,407.169999,40.33396,island,8255900,489.8053987,84889,165693
673,150614-1,pors,3,35.91570282,lm,10.81276957,113.0255992,3,517.3646428,1153.603193,1175.958191,383.594999,35.9157,mainland,,142.5018349,51386,61284
674,150615-1,pors,2,55.30542374,mm,3.264594245,121.1708748,3,215.7508238,279.2886271,310.2453861,408.394999,55.94657,mainland,,33.64597351,6320,6320
675,151030-1,pors,2,41.76846313,lm,12.41841561,66.95171683,3,729.7923493,835.2799057,848.7077628,761.179997,43.59061,island,7793800,116.2199515,24795,40594
676,151272-1,pors,3,57.13467407,mm,13.65802383,202.2890778,3,179.8540546,284.7091392,277.2567055,481.959999,59.37605,mainland,,388.5273681,29570,30641
677,151701-1,pors,3,43.77554321,lm,11.44642401,18.72738647,3,526.7805616,623.5283119,581.9023643,241.329999,45.67206,island,7559600,534.9578175,66859,99871
678,151702-1,pors,3,47.56404495,mm,11.54569173,76.84342114,3,289.0255693,449.0121816,428.0209719,4310.269985,52.4312,island,6383200,302.7597451,27486,29103
679,156269-1,pors,1,46.49333191,mm,14.44762516,205.745491,3,308.7683151,515.7084534,508.9292251,300.024923,46.49333,mainland,,379.4744863,12937,12937
680,156270-1,pors,2,57.75713348,mm,8.776710134,277.1846024,3,151.1406285,276.4457583,270.1031483,1963.423527,59.64033,mainland,,244.1004186,27101,27931
681,160539-1,pors,2,87.78235626,em,5.442836255,91.33819962,4,18.04850525,21.541843,22.98288964,821.77527,88.9018,island,27500,1764.393662,44327,57038
683,170326-1,pors,2,53.42463684,mm,8.257419586,194.7929993,4,102.3156787,357.7894082,352.702261,134.812704,53.62103,island,20300,250.3398376,34751,37319
684,170327-1,pors,2,48.38960648,mm,13.40690994,126.5401062,4,247.9540104,480.0112772,453.4575763,346.39744,51.68565,island,26000,180.3167957,10809,10890
686,172899-1,pors,3,33.97012,lm,15.12692,241.1707,3,748.7921274,1238.162211,1147.414444,4.780034,34.09393,mainland,,252.0830332,15885,16490
687,177376-1,pors,2,47.16466522,mm,6.618564606,76.70960999,3,239.4798088,440.4630892,487.1690493,180.064683,47.16467,island,8699700,907.1207284,45261,47850
688,177377-1,pors,1,32.41564178,lm,12.88905239,283.1226603,4,234.4943882,1187.624986,1415.706059,244.990504,34.74678,island,215700,424.0766148,61740,95067
689,216188-1,pors,1,73.97532654,em,22.07783699,102.1736526,4,83.02338216,96.4076786,101.7328902,157.902633,73.97533,island,42400,266.8127099,23442,26341
690,220353-1,pors,2,33.66228867,lm,10.82512188,101.5903111,3,271.2199364,1072.195468,1099.622414,292.468006,35.46774,mainland,,681.8756805,56844,95234
691,220357-1,pors,1,27.78489876,lm,15.50338809,160.0625763,2,543.4725125,1379.294207,1328.489183,329.005548,28.40412,mainland,,191.2369207,17911,20187
692,222316-1,pors,1,36.90851593,lm,13.17881036,243.7357864,3,878.0481563,1108.34508,1091.523546,298.382806,36.90852,island,295300,1404.937161,8519,8554
693,222321-1,pors,1,41.62627029,lm,17.63344415,266.6766968,3,764.3188334,850.730592,846.9272694,1299.230822,44.83356,island,227100,97.15121653,25868,74244
694,222322-1,pors,1,57.94165802,mm,7.116900563,262.7029343,3,141.8504349,262.2850545,288.0118974,314.470563,59.08262,island,113700,1577.945135,35249,97570
695,222323-1,pors,1,60.06664276,mm,7.869319558,258.5253906,3,41.99751584,238.1134457,253.7647391,352.909662,60.06664,island,108800,2877.673495,21968,21968
696,222324-1,pors,1,61.23029709,mm,2.570678183,90.96146297,4,64.58448386,222.3995642,238.4007751,692.040059,62.15627,island,95300,1998.90138,67659,127284
697,222325-1,pors,1,55.39629745,mm,6.18440121,58.26590685,4,176.0601268,298.6604766,326.9502673,2477.879942,60.59775,island,108800,539.7995842,44137,44139
698,222327-1,pors,1,57.53181458,mm,9.718957901,43.4509182,4,117.6400389,262.3925602,291.3151108,363.749668,58.7872,island,119300,487.4036419,46138,46138
699,222328-1,pors,1,53.30527115,mm,13.70477867,56.95841026,3,211.5604569,334.1391128,345.3296867,211.79909,54.61026,island,140800,428.2791838,44415,44455
700,222329-1,pors,1,44.03313446,lm,7.836974083,45.69035469,3,609.430615,657.9089656,670.158034,5360.527252,47.00967,island,199300,416.2450977,37509,37536
701,222330-1,pors,1,47.77162552,mm,12.05103266,59.03207541,3,300.9478574,462.3204088,479.5996418,956.021445,49.00096,island,182400,410.2204258,41280,41335
702,222331-1,pors,2,50.34275818,mm,8.864715799,55.1485878,3,248.6526963,387.572352,409.3097169,1609.610777,53.02724,island,146100,451.1949702,40677,40835
703,222332-1,pors,1,55.86125565,mm,11.36565253,48.78733158,4,175.7419714,287.9496006,304.9236551,1580.350114,58.88396,island,119300,400.6755909,42012,42197
704,222333-1,pors,1,53.93786621,mm,13.83844146,46.91050252,3,263.0523062,322.9898827,333.5980697,2096.709599,58.77169,island,119300,505.2124584,44838,44863
705,222336-1,pors,1,64.18199921,mm,16.67498334,76.07136281,4,157.5535262,177.9084276,202.173017,265.902582,65.01762,island,78200,575.8506821,55060,55172
706,222339-1,pors,3,61.23443604,mm,9.468561014,153.7592155,3,144.2081982,219.3115308,235.3242142,927.064126,62.55501,island,95300,203.1940145,15878,15878
707,222340-1,pors,1,52.72084427,mm,23.21128416,101.3147049,3,336.8904219,332.3125164,366.2874427,425.55149,56.70265,island,130900,292.3223023,19086,25573
708,222341-1,pors,3,49.51808929,mm,12.3711897,138.3432944,3,273.6464622,397.3063693,440.0880596,1451.843665,55.70231,island,136500,1577.733585,15435,24992
709,222342-1,pors,2,39.43938828,lm,19.38144569,117.1638453,3,907.1364807,905.0535768,907.9456777,1292.491675,43.32092,island,235400,198.6617679,15842,24843
710,222437-1,pors,1,44.22285843,lm,22.90886879,98.61232567,3,603.4621095,616.9836217,656.2063688,532.018458,48.3858,island,191000,223.0493044,17071,17071
711,222438-1,pors,2,58.52410126,mm,9.979251862,326.7538681,3,123.9139222,234.0137703,263.463795,1153.978783,60.96778,island,2884300,128.1462463,9889,14324
712,222801-1,pors,2,57.86643982,mm,12.76137034,239.1211294,3,86.18828557,251.4647317,265.1349361,347.125839,57.86644,island,10800,95.84257861,32929,65176
713,223221,pors,2,27.20426369,lm,16.17748852,265.7795787,4,834.4634074,1405.736599,1372.659543,1668.324808,34.06345,island,309400,1589.840003,31600,43319
714,223223-1,pors,1,34.11182785,lm,16.2686893,181.1067317,3,1034.440376,1195.010387,1164.320384,1195.849369,40.14716,island,260400,1720.255765,36706,61108
715,223225-1,pors,1,24.94477463,lm,21.33641243,153.8524208,3,538.1331406,1550.651998,1385.392904,271.803417,28.37539,mainland,,355.1527586,30938,34877
716,223226-1,pors,2,36.83504486,lm,9.005243301,248.9123688,3,745.9035101,1114.718691,1096.271828,166.742192,36.83504,island,295300,1408.069372,24366,55888
717,223228-1,pors,2,128.0453186,em,12.38106108,241.5365219,4,,,,314.196585,128.0453,island,22667900,248.2812301,658,658
718,223230-1,pors,1,37.10816574,lm,10.97473152,284.6473016,3,915.6766099,849.4800468,973.0915858,1866.855164,40.48377,mainland,,330.4190928,31455,32679
719,223231-1,pors,1,32.80436707,lm,8.304586411,350.4733887,3,179.8240095,1014.61033,1110.336651,78.359638,32.80437,mainland,,167.6221661,10152,10152
720,223232-1,pors,1,47.77252579,mm,14.26481255,276.7537969,3,326.5934548,454.016679,474.6776275,1273.688616,51.04607,mainland,,376.0529674,37537,38998
721,223233-1,pors,2,45.18231201,lm,12.20795015,315.8861307,3,434.4457855,522.2184863,569.041355,2631.763941,50.79466,mainland,,267.3817871,34593,36032
722,223234-1,pors,1,47.72257614,mm,5.706275498,182.2063393,3,226.9874499,473.5831985,506.217489,1911.028278,49.69662,island,182400,71.81052361,20704,20704
723,223236-1,pors,1,53.48686981,mm,11.30954037,51.14253693,3,138.9353817,329.8513481,354.5546536,560.187345,55.11013,island,136500,483.5417935,43475,43475
727,224019-1,pors,1,99.29385376,em,12.81813059,233.9338898,3,2,1.11340443,1.130388331,968.779239,103.9673,island,1810300,4776.914586,197761,432466
728,224020-1,pors,1,89.67868042,em,21.30393314,232.655365,3,17.64220791,17.10563593,17.64135559,239.132695,89.67868,island,2631100,1479.228309,74413,89178
729,224022-1,pors,1,47.68833923,mm,24.12151764,209.1508084,4,371.7527857,496.7198512,491.1059338,2011.947488,58.92904,island,5885900,385.6801201,24852,48886
730,224023-1,pors,1,91.82910156,em,2.11732142,247.5996153,4,5.932211707,9.012892001,13.19419322,421.376225,92.2156,island,5000,3863.668856,226010,509910
731,224025-1,pors,1,68.37700653,mm,8.017176148,246.7334748,4,147.2394015,158.4391675,152.7792867,7276.016812,75.4213,island,54400,1308.867621,105637,229147
732,224027-1,pors,1,64.2999115,mm,7.966870871,42.20512477,4,157.8119909,220.6350741,195.5105711,3185.317752,67.59439,island,82400,1257.342063,70228,150407
733,224029-1,pors,1,50.80384445,mm,10.30441548,39.23182044,4,240.8182731,385.1427818,403.2395704,1662.720864,55.47393,island,136600,564.3716719,32814,48287
734,224030-1,pors,1,42.27215195,lm,13.3095583,132.8391174,4,542.7963173,807.6799731,830.1657914,463.054691,44.14818,island,7668500,230.5240222,25978,27901
735,224032-1,pors,2,61.42593384,mm,7.485055526,290.8567607,1,193.207573,219.0907291,206.1118706,520.41704,62.36686,island,103000,311.7004163,24690,29151
736,224033-1,pors,2,65.16426849,mm,17.29434204,291.2891998,3,97.38258557,173.0554083,176.1168449,177.42682,66.30045,island,86900,1186.108045,93156,204629
738,224035-1,pors,2,86.20861816,em,3.29546634,182.7394562,4,13.4046362,18.89179618,23.41307759,1060.57774,87.78064,island,21700,3145.636715,145348,409589
739,224036-1,pors,2,45.72538757,mm,2.873298461,158.3207935,4,366.6446334,431.2166266,476.545246,969.216714,46.95246,island,7454900,968.30069,91603,176797
740,224039-1,pors,1,50.78360367,mm,8.022804642,19.34546404,4,85.40374214,452.4578402,417.7686139,427.499548,52.06398,island,6300,352.8127907,32860,34876
741,224044-1,pors,1,48.93462753,mm,7.462493738,21.44377009,4,138.1160715,480.6519485,463.8163231,406.162527,48.93463,island,28500,288.1227087,7145,7145
742,224056-1,pors,1,45.95785904,mm,5.567235788,233.1932311,4,246.8941308,581.2772652,554.0617858,476.910513,45.95786,island,37900,309.4871402,32229,33783
743,224065-1,pors,1,39.84039688,lm,11.52342081,345.0891724,4,457.0155369,1051.004962,985.8182854,301.792848,41.81726,island,52000,398.5134863,31045,32268
744,224090-1,pors,1,41.81602,lm,13.62901,318.1023,4,590.7586262,932.559831,849.9936982,59.110287,42.16571,island,48800,333.073441,34044,35766
745,224092-1,pors,2,35.8013916,lm,15.84122276,56.65514374,4,375.7524033,1231.977671,1216.478005,105.186736,35.80139,island,69500,197.7394163,18059,18738
746,224093-1,pors,1,31.99320221,lm,12.0624156,180.1136204,4,352.444234,1347.827395,1377.908385,427.327005,32.32029,island,78200,213.1056471,20110,20672
747,224094-1,pors,1,28.44351387,lm,17.92408848,329.7602081,4,342.4100425,1462.844527,1500.794231,182.481896,28.44351,mainland,,183.5490246,6735,6735
748,224096-1,pors,1,23.83983612,lm,15.44998312,314.8263855,4,382.1539621,1565.130615,1631.432727,171.141631,23.83984,mainland,,171.177525,5942,5942
749,224097-1,pors,1,28.99028015,lm,11.68529415,329.3184967,4,294.5894772,1448.512802,1484.018388,229.122884,28.99028,mainland,,162.7781856,6676,6676
750,224098-1,pors,1,25.44816208,lm,21.57819557,83.33107249,4,766.4477843,1611.729099,1611.846642,351.602323,26.12707,mainland,,111.3051532,10564,15874
751,224099-1,pors,1,56.51528931,mm,14.02254306,258.8386858,3,244.9690552,313.5909059,301.6987261,743.574318,59.80084,mainland,,715.8191029,62476,103630
752,224100-1,pors,2,45.17008591,lm,8.98261555,254.2963104,3,441.4375839,617.4046234,604.8796292,1903.529323,47.27743,mainland,,429.8615616,44407,64735
753,224101-1,pors,1,49.5426178,mm,13.47976875,290.5115051,3,242.1231687,452.6393477,446.093977,209.134051,49.54262,mainland,,435.0835415,14055,15866
754,224102-1,pors,1,44.13882065,lm,10.42087841,277.1685486,3,534.1115014,686.0234876,690.3222101,192.610842,44.13882,mainland,,338.4649652,585,585
755,224103-1,pors,2,41.29753113,lm,10.91741943,261.9811516,3,502.3664455,913.9062088,914.6215843,506.381613,42.09887,mainland,,430.6676619,37669,43298
756,224105-1,pors,1,35.53314972,lm,10.11915569,283.6487854,3,398.1072637,1212.090975,1238.000058,579.134932,36.16825,mainland,,342.2167857,34922,38186
757,224107-1,pors,2,31.81061554,lm,6.853320758,276.1349843,3,241.1630984,1381.707901,1395.578507,534.408166,32.98646,mainland,,322.2907879,29457,32058
758,224108-1,pors,3,28.23765182,lm,6.64817826,225.4157333,3,246.6916241,1554.494036,1534.641876,730.149497,30.10203,mainland,,288.1243185,24760,27084
759,224109-1,pors,2,26.83709145,lm,7.936334478,207.2277612,3,142.1069109,1594.917459,1577.361059,868.338236,29.2918,mainland,,229.6798867,26208,33213
760,224110-1,pors,2,58.03653336,mm,7.745566487,311.993309,3,179.1441026,264.9836743,301.6815758,390.000283,58.73453,mainland,,157.9240691,46096,58411
761,224111-1,pors,1,64.18241882,mm,9.851259391,14.88695947,3,85.99307451,166.1519356,194.6063056,578.068402,65.86006,island,2705300,236.8531859,22685,33087
762,224112-1,pors,1,62.57185745,mm,10.87537074,31.2298522,3,100.8165721,182.4152344,213.3616465,508.536867,63.3074,island,2778100,155.6059168,13648,22023
763,224113-1,pors,1,62.87495422,mm,11.68514156,180.5444471,3,84.59313189,175.8449671,209.7420881,174.873516,62.89008,island,2814000,272.9058932,21817,30137
764,224114-1,pors,1,66.35539246,mm,9.056158702,356.1727397,3,64.04277171,144.5887816,171.4583351,304.314578,66.4852,island,2669900,297.7764139,28315,39434
765,224115-1,pors,1,62.28429031,mm,12.07004094,9.306442618,3,99.48538949,181.9766073,216.2844457,462.909733,64.31035,island,2743500,357.209523,27131,36516
766,224116-1,pors,1,66.17716217,mm,9.299266815,341.5202026,3,51.53548618,147.1239976,171.1961554,151.139845,66.17716,island,2669900,379.811368,16525,17165
771,224334-1,pors,1,70.79301453,em,2.553987011,142.7916149,3,72.40926858,125.4013729,128.607539,1221.923772,71.26405,island,2451700,1862.659465,122945,309762
772,224335-1,pors,2,78.61656952,em,9.430329879,342.9546763,3,57.90567557,67.45640118,65.86658714,683.607982,80.70003,island,644700,1304.455452,128000,278954
773,224336-1,pors,2,84.9044342,em,11.62436581,214.178154,3,24.56382478,33.02191376,31.16671748,350.138123,87.96453,island,484800,740.865779,54377,158538
776,228962-1,pors,1,54.6827507,mm,16.16046429,46.80327682,3,198.5204526,292.1393966,352.8729294,427.764914,56.855,island,3860000,772.5567031,86272,94826
778,230472-0,pors,1,55.07460785,mm,7.688508749,334.5673116,3,164.083207,337.9724707,326.9664767,818.003077,57.06463,mainland,,761.1589002,77715,89647
780,236024-0,bamb,3,101.2301865,em,3.834448099,23.09510279,3,,,,311.354948,102.7257,island,152500,2659.985347,278954,707580
